94,"International Conference on Information and Knowledge Management (CIKM)",0.00436293547799558
62,"Fast Software Encryption Workshop (FSE)",0.0043416262531552
11,"International Conference on Language Resources and Evaluation (LREC)",0.00427581789762757
97,"Computer Human Interaction (CHI)",0.00427536977011001
29,"IEEE Symposium on Large Data Analysis and Visualization (LDAV)",0.00425941569837034
127,"Symposium on Theoretical Aspects of Computer Science (STACS)",0.00414459420141363
68,"IEEE International Conference on Image Processing (ICIP)",0.00401218947834513
113,"ACM Multimedia Systems Conference (MMSys)",0.00400091702831345
87,"Pacific-Asia Conference on Knowledge Discovery and Data Mining (PAKDD)",0.00398789142118493
83,"ACM Conference on Recommender Systems (RecSys)",0.00398271203414701
103,"International Conference on Intelligent User Interfaces (IUI)",0.0039758739426349
116,"International Workshop on Quality of Multimedia Experience (QoMEX)",0.00394078327113452
95,"International Conference on the Semantic Web",0.00389777109197084
79,"ACM European Conference on Computer Systems",0.00387778631671053
85,"IEEE International Conference on Big Data (BigData)",0.00383191940679656
48,"IEEE GLOBECOM",0.0038230709742984
114,"IEEE International Conference on Multimedia and Expo (ICME)",0.0038199100334146
102,"International Conference on Multimodal Interaction (ICMI)",0.00381685891889513
4,"International Joint Conference on Artificial Intelligence (IJCAI)",0.0037316940845836
89,"International Conference on Very Large Databases",0.00369384560854221
115,"IEEE International Conference on Advanced Video and Signal-Based Surveillance (AVSS)",0.00356934044835133
117,"Conference on Multimedia Modeling (MMM)",0.00352682458526329
111,"International Conference on Multimedia Retrieval (ICMR)",0.00351145055127337
86,"European Conference on Machine Learning and Knowledge Discovery in Databases",0.00343487996136831
28,"International Conference on 3D Web Technology",0.00333011336867344
96,"Workshop of Cross-Language Evaluation Forum",0.00299325112784617
30,"Visualization and Data Analysis (VDA)",0.00279781217740481
32,"International Conference on Computer Graphics Theory and Applications (GRAPP)",0.00279036683702314
18,"International Conference on Computational Linguistics and Intelligent Text Processing",0.00272504937417173
104,"HCI International",0.00258115124619862
66,"Pattern Recognition",0.00249438918284759
47,"IEEE International Conference on Communications in China (ICCC)",0.00246071825904304
71,"IEEE International Conference on Document Analysis and Recognition (ICDAR)",0.00236918556993001
16,"China Workshop on Machine Translation (CWMT)",0.00189214567009798
98,"Chinese Conference on Computer Supported Cooperative Work and Social Computing (ChineseCSCW)",0.00138208208033514
92,"International Conference on Model and Data Engineering (MEDI)",0.00114580213020138
